learning_rate,m,n,mu,rho,alpha,num_iters,train_loss,test_loss,best_train_loss,best_test_loss,train_corr,test_corr,best_train_corr,best_test_corr,model
0.01,103,103,0.5,0.4444555555555556,1.9,40000,0.04434092715382576,0.052034299820661545,0.04434092715382576,0.05139052495360375,0.9549128099519356,0.41011438881807377,0.9549128099519356,0.4923783383233194,rf
0.01,103,103,0.5,0.3889111111111111,1.9,40000,0.044341448694467545,0.052033785730600364,0.044341448694467545,0.05137314274907112,0.9549085497904772,0.4101417915448666,0.9549085497904772,0.494216203288612,rf
0.01,103,103,0.5,0.3333666666666667,1.9,40000,0.04434136673808098,0.05203380808234215,0.04434136673808098,0.05135361850261688,0.954905011033646,0.4101246456105931,0.954905011033646,0.4963442086041123,rf
0.01,103,103,0.5,0.2778222222222222,1.9,40000,0.04434167966246605,0.05203363299369812,0.04434167966246605,0.05133485421538353,0.954915366109469,0.4101660489808761,0.954915366109469,0.498638343835964,rf
0.01,103,103,0.5,0.2222777777777778,1.9,40000,0.04434255138039589,0.0520329512655735,0.04434255138039589,0.05132129043340683,0.9548930511214394,0.4102438289356493,0.9548930511214394,0.5012931129621813,rf
0.01,103,103,0.5,0.16673333333333334,1.9,40000,0.044343844056129456,0.05203218758106232,0.044343844056129456,0.051319975405931466,0.9548716485807356,0.4103470333481829,0.9548716485807356,0.5023720524221955,rf
0.01,103,103,0.5,0.11118888888888888,1.9,40000,0.04434545710682869,0.05203173309564591,0.04434545710682869,0.05134197697043419,0.9548438311292174,0.4103890286804777,0.9548438311292174,0.4990434108562611,rf
0.01,103,103,0.5,0.05564444444444444,1.9,40000,0.04434546828269959,0.05203137174248696,0.04434546828269959,0.05138946697115898,0.9547673500668312,0.4103115202639617,0.9547673500668312,0.4908980363908665,rf
0.01,103,103,0.5,0.0001,1.9,40000,0.04467276111245155,0.05198313668370247,0.04467276111245155,0.05152067169547081,0.9462069247231012,0.4134871503229348,0.9462069247231012,0.46953232846506104,rf
0.01,103,103,0.4444555555555556,0.5,1.9,40000,0.04339594766497612,0.05191096290946007,0.04339594766497612,0.05119918286800385,0.957873882570344,0.4135254908873099,0.957873882570344,0.4961463126754753,rf
0.01,103,103,0.4444555555555556,0.4444555555555556,1.9,40000,0.04339607059955597,0.051910337060689926,0.04339607059955597,0.05118733271956444,0.9578757676071497,0.4135853775668088,0.9578757676071497,0.4972821317841591,rf
0.01,103,103,0.4444555555555556,0.3889111111111111,1.9,40000,0.04339680075645447,0.05190970003604889,0.04339680075645447,0.051168709993362434,0.9578656806315308,0.4136283729733127,0.9578656806315308,0.4989843869510813,rf
0.01,103,103,0.4444555555555556,0.3333666666666667,1.9,40000,0.0433967150747776,0.0519096665084362,0.0433967150747776,0.051146697252988815,0.957862210836644,0.4136111197499399,0.957862210836644,0.5011099736552883,rf
0.01,103,103,0.4444555555555556,0.2778222222222222,1.9,40000,0.04339708015322685,0.051909450441598885,0.04339708015322685,0.051124639809131615,0.9578655844181984,0.413647832282317,0.9578655844181984,0.50344204752197,rf
0.01,103,103,0.4444555555555556,0.2222777777777778,1.9,40000,0.04339807853102684,0.05190885439515114,0.04339807853102684,0.051107674837112434,0.9578472666771825,0.4137281250415991,0.9578472666771825,0.5061407715119768,rf
0.01,103,103,0.4444555555555556,0.16673333333333334,1.9,40000,0.04339942708611488,0.05190800502896309,0.04339942708611488,0.05110334977507591,0.9578265689688116,0.41381659290711215,0.9578265689688116,0.5076842706622942,rf
0.01,103,103,0.4444555555555556,0.11118888888888888,1.9,40000,0.04340100660920143,0.05190761014819145,0.04340100660920143,0.05112317949533463,0.9578068025103704,0.4138445512965565,0.9578068025103704,0.5048948976614552,rf
0.01,103,103,0.4444555555555556,0.05564444444444444,1.9,40000,0.04340054839849472,0.051907334476709366,0.04340054839849472,0.05117975175380707,0.9577460827091538,0.4137622205096288,0.9577460827091538,0.4962589461039888,rf
0.01,103,103,0.4444555555555556,0.0001,1.9,40000,0.04376620426774025,0.05185270309448242,0.04376620426774025,0.05132511258125305,0.949165834884232,0.4168634153595227,0.949165834884232,0.47484679040755196,rf
0.01,103,103,0.3889111111111111,0.5,1.9,40000,0.04224472492933273,0.05176420509815216,0.04224472492933273,0.05094946548342705,0.9612148205013578,0.4175242864842864,0.9612148205013578,0.5023532167898566,rf
0.01,103,103,0.3889111111111111,0.4444555555555556,1.9,40000,0.042244791984558105,0.0517633892595768,0.042244791984558105,0.050938207656145096,0.961213942718915,0.4175945425891766,0.961213942718915,0.5032529236652485,rf
0.01,103,103,0.3889111111111111,0.3889111111111111,1.9,40000,0.042245443910360336,0.05176284909248352,0.042245443910360336,0.05091974511742592,0.961203194110258,0.4176162892455956,0.961203194110258,0.5046284433197906,rf
0.01,103,103,0.3889111111111111,0.3333666666666667,1.9,40000,0.042245671153068536,0.051762513816356666,0.042245671153068536,0.05089517682790756,0.9611978668656246,0.4176311497881371,0.9611978668656246,0.5066482684391905,rf
0.01,103,103,0.3889111111111111,0.2778222222222222,1.9,40000,0.04224628955125809,0.05176212266087532,0.04224628955125809,0.050869204103946686,0.9611906397281972,0.4176857535016023,0.9611906397281972,0.5089938401807371,rf
0.01,103,103,0.3889111111111111,0.2222777777777778,1.9,40000,0.04224730655550957,0.05176173895597458,0.04224730655550957,0.05084777995944023,0.9611788137918916,0.4177546201777662,0.9611788137918916,0.5117182035670705,rf
0.01,103,103,0.3889111111111111,0.16673333333333334,1.9,40000,0.04224856570363045,0.051760826259851456,0.04224856570363045,0.050839323550462716,0.9611594204185618,0.417811965434038,0.9611594204185618,0.5137322873816816,rf
0.01,103,103,0.3889111111111111,0.11118888888888888,1.9,40000,0.04225026443600655,0.051760420203208916,0.04225026443600655,0.05085519701242447,0.9611449724235164,0.4178176556486893,0.9611449724235164,0.511558710333514,rf
